"ID";"Track";"StartTime";"Length";"PlayRate";"Locked";"Normalized";"StretchMethod";"Looped";"OnRuler";"MediaType";"FileName";"Stream";"StreamStart";"StreamLength";"FadeTimeIn";"FadeTimeOut";"SustainGain";"CurveIn";"GainIn";"CurveOut";"GainOut";"Layer";"Color";"CurveInR";"CurveOutR";"PlayPitch";"LockPitch";"FirstChannel";"Channels"
50; 2; 733532.8000; 4804.7999; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\CD2\MAIN_2_.mp4"; 0; 215548.6666; 4804.7999; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
51; 2; 738337.6000; 5705.7000; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_11_1_CDROM_Speed.mp4"; 0; 1162094.2666; 5705.7000; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
52; 2; 744043.3000; 1284.6166; 0.337662; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_11_1_CDROM_Speed.mp4"; 0; 3457200.2518; 433.7666; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
53; 2; 745327.9166; 1835.1667; 0.236364; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_11_1_CDROM_Speed.mp4"; 0; 5855664.9233; -1547099.1759; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
54; 2; 747163.0833; 1284.6166; 0.337662; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_11_1_CDROM_Speed.mp4"; 0; 3457200.2518; 433.7666; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
55; 2; 748447.7000; 22088.7333; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\CD2\MAIN_2_.mp4"; 0; 748397.6500; 22088.7333; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
56; 2; 770536.4333; 3536.8667; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_11_1_CDROM_Speed.mp4"; 0; 1167799.9666; 1384066.0167; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
57; 2; 774073.3000; 29312.6166; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_06_1_CDROM_Speed.mp4"; 0; 347797.4500; 29312.6166; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
58; 2; 803385.9166; 4688.0167; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\DVD\mp4\VTS_06_1_CDROM_Speed.mp4"; 0; 346796.4500; 4688.0167; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
59; 2; 808073.9333; 21805.1167; 1.000000; FALSE; FALSE; 0; TRUE; FALSE; VIDEO; "E:\Borg\CD2\MAIN_2_.mp4"; 0; 808123.9833; 21805.1167; 0.0000; 0.0000; 1.000000; 4; 0.000000; 4; 0.000000; 0; -1; 4; 4; 0.000000; FALSE; 0; 0
